SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,ID
COC1=CC=C(S)C(C[C@@H](S)C2=CC(F)=C(O)C([N+](=O)[O-])=C2)=C1Cl,11/000000049,"InChI=1S/C15H13ClFNO4S2/c1-22-11-2-3-12(23)8(14(11)16)6-13(24)7-4-9(17)15(19)10(5-7)18(20)21/h2-5,13,19,23-24H,6H2,1H3/t13-/m1/s1",C15H13NO4S2FCl,389.0,4.69,4.89,5.27,4.94,-170.0,3.647199576832453,1,HIGHDIVERSITY_LANAPDB,HighDiv_1623
[O-][S@@+](C1=CC=C2C(=C1)CCN2CCl)C1=CC(O)=C(I)C=C1O,12/000000301,"InChI=1S/C15H13ClINO3S/c16-8-18-4-3-9-5-10(1-2-12(9)18)22(21)15-7-13(19)11(17)6-14(15)20/h1-2,5-7,19-20H,3-4,8H2/t22-/m0/s1",C15H13NO3SClI,449.0,2.91,4.88,4.45,18.6,-40.0,3.756342191031715,1,HIGHDIVERSITY_LANAPDB,HighDiv_1624
O=NC1=CC=C(S)C(C(=O)NC2=CC=C(Br)C=C2)=C1,10/000000094,"InChI=1S/C13H9BrN2O2S/c14-8-1-3-9(4-2-8)15-13(17)11-7-10(16-18)5-6-12(11)19/h1-7,19H,(H,15,17)",C13H9N2O2SBr,337.0,3.71,4.88,6.25,3.58,0.0,2.4442895821311943,1,HIGHDIVERSITY_LANAPDB,HighDiv_1625
CC(=O)C1=CCC=C(C[C@H](O)C#CC2=C(N)C=C(CO)C(O)=C2)O1,8/000000043,"InChI=1S/C18H19NO5/c1-11(21)18-4-2-3-15(24-18)9-14(22)6-5-12-8-17(23)13(10-20)7-16(12)19/h3-4,7-8,14,20,22-23H,2,9-10,19H2,1H3/t14-/m1/s1",C18H19NO5,329.0,0.83,4.88,3.7,3.7,-170.0,4.1901009098744115,1,HIGHDIVERSITY_LANAPDB,HighDiv_1626
NCC1=CC=C(N=O)C(Cl)=C1CCC1=CC(F)=C(O)C([N+](=O)[O-])=C1,11/000000028,"InChI=1S/C15H13ClFN3O4/c16-14-10(9(7-18)2-4-12(14)19-22)3-1-8-5-11(17)15(21)13(6-8)20(23)24/h2,4-6,21H,1,3,7,18H2",C15H13N3O4FCl,353.0,2.88,4.87,5.17,3.7,0.0,3.0715116205580646,1,HIGHDIVERSITY_LANAPDB,HighDiv_1627
O=C(OP(=O)(O)O)C1=NC=C(C2=CC=CC=C2)C=C1,23/000000002,"InChI=1S/C12H10NO5P/c14-12(18-19(15,16)17)11-7-6-10(8-13-11)9-4-2-1-3-5-9/h1-8H,(H2,15,16,17)",C12H10NO5P,279.0,0.99,4.87,6.51,16.0,-160.0,2.244317158328581,1,HIGHDIVERSITY_LANAPDB,HighDiv_1628
O=[N+]([O-])C1=CC(CCC2=C(Cl)C(OCCO)=CC=C2O)=CC(F)=C1O,11/000000041,"InChI=1S/C16H15ClFNO6/c17-15-10(13(21)3-4-14(15)25-6-5-20)2-1-9-7-11(18)16(22)12(8-9)19(23)24/h3-4,7-8,20-22H,1-2,5-6H2",C16H15NO6FCl,371.0,3.02,4.85,2.51,6.45,0.0,2.677413000882524,1,HIGHDIVERSITY_LANAPDB,HighDiv_1629
C/C(=C\C(C(=O)O)=C(/CO)C1=CC=C(C(=O)O)C=C1)[N+](=O)[O-],16/000000032,"InChI=1S/C14H13NO7/c1-8(15(21)22)6-11(14(19)20)12(7-16)9-2-4-10(5-3-9)13(17)18/h2-6,16H,7H2,1H3,(H,17,18)(H,19,20)/b8-6+,12-11-",C14H13NO7,307.0,1.26,4.85,7.45,4.94,-80.0,2.954893648963946,1,HIGHDIVERSITY_LANAPDB,HighDiv_1630
CCCCCCCC1=CNC=C1C(=O)C1=NN(C(=O)O)C=C1Br,3/000000025,"InChI=1S/C16H20BrN3O3/c1-2-3-4-5-6-7-11-8-18-9-12(11)15(21)14-13(17)10-20(19-14)16(22)23/h8-10,18H,2-7H2,1H3,(H,22,23)",C16H19N3O3Br,381.0,2.78,4.84,5.27,5.09,-40.0,3.134575109512296,1,HIGHDIVERSITY_LANAPDB,HighDiv_1631
COCC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000238,"InChI=1S/C17H13IO6S/c1-23-8-10-4-9-5-11(2-3-15(9)24-17(10)21)25(22)16-7-13(19)12(18)6-14(16)20/h2-7,19-20H,8H2,1H3/t25-/m0/s1",C17H13O6SI,472.0,1.82,4.84,6.1,22.3,-100.0,3.611041932514061,1,HIGHDIVERSITY_LANAPDB,HighDiv_1632
C=C/C(C)=C/CC1=CC=C([S@+]([O-])C2=CC(O)=C(I)C=C2O)C=C1,12/000000289,"InChI=1S/C18H17IO3S/c1-3-12(2)4-5-13-6-8-14(9-7-13)23(22)18-11-16(20)15(19)10-17(18)21/h3-4,6-11,20-21H,1,5H2,2H3/b12-4+/t23-/m0/s1",C18H17O3SI,440.0,3.52,4.84,6.6,18.9,-20.0,3.7280186680690175,1,HIGHDIVERSITY_LANAPDB,HighDiv_1633
[O-][S@@+](C1=CC=C(Cl)C(O)=C1)C1=CC(O)=C(I)C=C1O,12/000000046,"InChI=1S/C12H8ClIO4S/c13-7-2-1-6(3-9(7)15)19(18)12-5-10(16)8(14)4-11(12)17/h1-5,15-17H/t19-/m0/s1",C12H8O4SClI,410.0,2.66,4.83,4.52,16.2,0.0,3.5676850461180836,1,HIGHDIVERSITY_LANAPDB,HighDiv_1634
CNCCC1=CC=C(C2=C(S)C(CO)=CC=C2C(=O)O)C=C1,10/000000012,"InChI=1S/C17H19NO3S/c1-18-9-8-11-2-4-12(5-3-11)15-14(17(20)21)7-6-13(10-19)16(15)22/h2-7,18-19,22H,8-10H2,1H3,(H,20,21)",C17H19NO3S,317.0,2.81,4.8,5.66,16.7,-180.0,2.45136421468991,1,HIGHDIVERSITY_LANAPDB,HighDiv_1635
OC1=CC(I)=CC(/C=C/[C@H](O)C2=NN=C(S)O2)=C1,12/000000031,"InChI=1S/C11H9IN2O3S/c12-7-3-6(4-8(15)5-7)1-2-9(16)10-13-14-11(18)17-10/h1-5,9,15-16H,(H,14,18)/b2-1+/t9-/m0/s1",C11H9N2O3SI,376.0,3.37,4.78,4.44,2.22,-150.0,4.00166957383435,1,HIGHDIVERSITY_LANAPDB,HighDiv_1636
COC1=CC=C(O)C(C[C@@H](S)C2=CC(F)=C(O)C([N+](=O)[O-])=C2)=C1Cl,11/000000051,"InChI=1S/C15H13ClFNO5S/c1-23-12-3-2-11(19)8(14(12)16)6-13(24)7-4-9(17)15(20)10(5-7)18(21)22/h2-5,13,19-20,24H,6H2,1H3/t13-/m1/s1",C15H13NO5SFCl,373.0,3.91,4.77,4.61,4.94,-170.0,3.4414889999093763,1,HIGHDIVERSITY_LANAPDB,HighDiv_1637
C#CCC[C@H]1CC2=C(C=CC([S@+]([O-])C3=C(O)C=C(I)C(O)=C3)=C2)N1,12/000000314,"InChI=1S/C18H16INO3S/c1-2-3-4-12-7-11-8-13(5-6-15(11)20-12)24(23)18-10-16(21)14(19)9-17(18)22/h1,5-6,8-10,12,20-22H,3-4,7H2/t12-,24-/m0/s1",C18H16NO3SI,453.0,2.76,4.77,5.38,21.5,-190.0,4.262458789284981,1,HIGHDIVERSITY_LANAPDB,HighDiv_1638
[O-][S@@+](C1=CC=C(O)C(N2C=NN=N2)=C1)C1=C(O)C=C(I)C(O)=C1,12/000000315,"InChI=1S/C13H9IN4O4S/c14-8-4-12(21)13(5-11(8)20)23(22)7-1-2-10(19)9(3-7)18-6-15-16-17-18/h1-6,19-21H/t23-/m0/s1",C13H9N4O4SI,444.0,0.6,4.75,3.83,24.0,-120.0,3.749697411200884,1,HIGHDIVERSITY_LANAPDB,HighDiv_1639
O=C(O)CNCCC1=CC=C(C2=C(S)C(CO)=CC=C2C(=O)O)C=C1,10/000000029,"InChI=1S/C18H19NO5S/c20-10-13-5-6-14(18(23)24)16(17(13)25)12-3-1-11(2-4-12)7-8-19-9-15(21)22/h1-6,19-20,25H,7-10H2,(H,21,22)(H,23,24)",C18H18NO5S,360.0,1.79,4.75,5.69,20.7,-160.0,2.506739530491025,1,HIGHDIVERSITY_LANAPDB,HighDiv_1640
[O-][S@@+](C1=CC(O)=C2NCCCNC2=C1)C1=CC(O)=C(I)C=C1O,12/000000184,"InChI=1S/C15H15IN2O4S/c16-9-6-12(20)14(7-11(9)19)23(22)8-4-10-15(13(21)5-8)18-3-1-2-17-10/h4-7,17-21H,1-3H2/t23-/m0/s1",C15H15N2O4SI,446.0,1.48,4.74,4.9,19.5,-120.0,4.057069045816269,1,HIGHDIVERSITY_LANAPDB,HighDiv_1641
NCC1=CC=C(Cl)C=C1OCC#C[C@@H](NO)C1=CCCCC1,8/000000053,"InChI=1S/C17H21ClN2O2/c18-15-9-8-14(12-19)17(11-15)22-10-4-7-16(20-21)13-5-2-1-3-6-13/h5,8-9,11,16,20-21H,1-3,6,10,12,19H2/t16-/m1/s1",C17H21N2O2Cl,320.0,2.38,4.72,4.26,20.1,-150.0,3.634476977556666,1,HIGHDIVERSITY_LANAPDB,HighDiv_1642
CCC(=O)OCCC1=CC=C(C2=C(S)C(CO)=CC=C2C(=O)O)C=C1,10/000000034,"InChI=1S/C19H20O5S/c1-2-16(21)24-10-9-12-3-5-13(6-4-12)17-15(19(22)23)8-7-14(11-20)18(17)25/h3-8,20,25H,2,9-11H2,1H3,(H,22,23)",C19H20O5S,360.0,3.48,4.72,6.2,19.9,-180.0,2.5118846809926954,1,HIGHDIVERSITY_LANAPDB,HighDiv_1643
CN1C(=O)CSC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C21,12/000000146,"InChI=1S/C15H12INO4S2/c1-17-10-3-2-8(4-13(10)22-7-15(17)20)23(21)14-6-11(18)9(16)5-12(14)19/h2-6,18-19H,7H2,1H3/t23-/m0/s1",C15H12NO4S2I,461.0,1.78,4.71,5.14,21.6,-100.0,3.7530362504865984,1,HIGHDIVERSITY_LANAPDB,HighDiv_1644
CC1=CC(NC(=O)CF)=C(Cl)C=C1C/C=C\C[C@@H](N)O,11/000000023,"InChI=1S/C14H18ClFN2O2/c1-9-6-12(18-14(20)8-16)11(15)7-10(9)4-2-3-5-13(17)19/h2-3,6-7,13,19H,4-5,8,17H2,1H3,(H,18,20)/b3-2-/t13-/m0/s1",C14H18N2O2FCl,300.0,1.72,4.7,6.3,3.58,-170.0,3.457688097080027,1,HIGHDIVERSITY_LANAPDB,HighDiv_1645
[O-][S@@+](C1=CC=C(O)C(C2=NSN=C2)=C1)C1=C(O)C=C(I)C(O)=C1,12/000000166,"InChI=1S/C14H9IN2O4S2/c15-9-4-13(20)14(5-12(9)19)23(21)7-1-2-11(18)8(3-7)10-6-16-22-17-10/h1-6,18-20H/t23-/m0/s1",C14H9N2O4S2I,460.0,2.41,4.7,4.54,24.6,-120.0,4.052456545816269,1,HIGHDIVERSITY_LANAPDB,HighDiv_1646
N=C1NC=C(C2=C(C(N)=O)C(CO)=CC=C2S)S1,10/000000069,"InChI=1S/C11H11N3O2S2/c12-10(16)8-5(4-15)1-2-6(17)9(8)7-3-14-11(13)18-7/h1-3,15,17H,4H2,(H2,12,16)(H2,13,14)",C11H11N3O2S2,281.0,1.23,4.7,8.39,3.58,-120.0,3.6777805751284927,1,HIGHDIVERSITY_LANAPDB,HighDiv_1647
O=[N+]([O-])C1=CC(/C=C/C2=NC=CC3=C2N=CN3)=C(S)C=C1,10/000000076,"InChI=1S/C14H10N4O2S/c19-18(20)10-2-4-13(21)9(7-10)1-3-11-14-12(5-6-15-11)16-8-17-14/h1-8,21H,(H,16,17)/b3-1+",C14H10N4O2S,298.0,2.64,4.7,6.67,20.2,-40.0,3.1169236204321695,1,HIGHDIVERSITY_LANAPDB,HighDiv_1648
[O-][S@@+](C1=CC=C2C(CCl)=NCCC2=C1)C1=CC(O)=C(I)C=C1O,12/000000120,"InChI=1S/C16H13ClINO3S/c17-8-13-11-2-1-10(5-9(11)3-4-19-13)23(22)16-7-14(20)12(18)6-15(16)21/h1-2,5-7,20-21H,3-4,8H2/t23-/m0/s1",C16H13NO3SClI,461.0,2.58,4.69,4.23,20.8,-80.0,3.919449093893192,1,HIGHDIVERSITY_LANAPDB,HighDiv_1649
C/C=C/C1=CC([S@+]([O-])C2=CC(O)=C(I)C=C2O)=CC=C1,12/000000049,"InChI=1S/C15H13IO3S/c1-2-4-10-5-3-6-11(7-10)20(19)15-9-13(17)12(16)8-14(15)18/h2-9,17-18H,1H3/b4-2+/t20-/m0/s1",C15H13O3SI,400.0,3.27,4.69,4.29,16.1,-20.0,3.6027676774996076,1,HIGHDIVERSITY_LANAPDB,HighDiv_1650
O=C(O)/C=C/C1=CC=C2C=CC(S)=CC2=C1,19/000000007,"InChI=1S/C13H10O2S/c14-13(15)6-2-9-1-3-10-4-5-12(16)8-11(10)7-9/h1-8,16H,(H,14,15)/b6-2+",C13H10O2S,230.0,3.55,4.68,3.91,3.58,-80.0,2.3370807830406406,1,HIGHDIVERSITY_LANAPDB,HighDiv_1651
[O-][S@@+](C1=CC=C2CNCC2=C1)C1=C(O)C=C(I)C(O)=C1,12/000000067,"InChI=1S/C14H12INO3S/c15-11-4-13(18)14(5-12(11)17)20(19)10-2-1-8-6-16-7-9(8)3-10/h1-5,16-18H,6-7H2/t20-/m0/s1",C14H12NO3SI,401.0,1.64,4.68,2.88,16.3,-40.0,3.728335075102004,1,HIGHDIVERSITY_LANAPDB,HighDiv_1652
OC1=CC(C2=NN=CO2)=CC(CCCCC2=NC=NC3=C2C=NN3)=C1,27/000000013,"InChI=1S/C17H16N6O2/c24-13-6-11(5-12(7-13)17-23-21-10-25-17)3-1-2-4-15-14-8-20-22-16(14)19-9-18-15/h5-10,24H,1-4H2,(H,18,19,20,22)",C17H16N6O2,336.0,3.78,4.68,3.57,24.2,-140.0,2.9599088245342315,1,HIGHDIVERSITY_LANAPDB,HighDiv_1653
COC1=C(I)C=C(O)C([S@@+]([O-])C2=CC=C3CNCC3=C2)=C1,12/000000148,"InChI=1S/C15H14INO3S/c1-20-14-6-15(13(18)5-12(14)16)21(19)11-3-2-9-7-17-8-10(9)4-11/h2-6,17-18H,7-8H2,1H3/t21-/m0/s1",C15H14NO3SI,415.0,1.97,4.67,4.72,16.9,-60.0,3.568357903867825,1,HIGHDIVERSITY_LANAPDB,HighDiv_1654
[O-][S@@+](C1=CC=C2NC[C@H](/C=C\CO)C2=C1)C1=CC(O)=C(I)C=C1O,12/000000252,"InChI=1S/C17H16INO4S/c18-13-7-16(22)17(8-15(13)21)24(23)11-3-4-14-12(6-11)10(9-19-14)2-1-5-20/h1-4,6-8,10,19-22H,5,9H2/b2-1-/t10-,24-/m0/s1",C17H16NO4SI,457.0,1.61,4.67,4.06,20.3,-190.0,4.434264759434235,1,HIGHDIVERSITY_LANAPDB,HighDiv_1655
C=C[C@H]1CNC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C21,12/000000326,"InChI=1S/C16H14INO3S/c1-2-9-8-18-13-4-3-10(5-11(9)13)22(21)16-7-14(19)12(17)6-15(16)20/h2-7,9,18-20H,1,8H2/t9-,22-/m0/s1",C16H14NO3SI,427.0,2.33,4.67,3.41,18.5,-190.0,4.370895031439202,1,HIGHDIVERSITY_LANAPDB,HighDiv_1656
O=NC1=C2C(=O)/C(=C\C3NCCN3)OC2=CC=C1CO,1/000000012,"InChI=1S/C13H13N3O4/c17-6-7-1-2-8-11(12(7)16-19)13(18)9(20-8)5-10-14-3-4-15-10/h1-2,5,10,14-15,17H,3-4,6H2/b9-5+",C13H13N3O4,275.0,-0.09,4.67,4.82,3.58,-190.0,3.7772194391161342,1,HIGHDIVERSITY_LANAPDB,HighDiv_1657
C=C[C@H]1NCC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C21,12/000000205,"InChI=1S/C16H14INO3S/c1-2-13-11-5-10(4-3-9(11)8-18-13)22(21)16-7-14(19)12(17)6-15(16)20/h2-7,13,18-20H,1,8H2/t13-,22+/m1/s1",C16H14NO3SI,427.0,2.12,4.66,3.29,18.5,-190.0,4.42451369474311,1,HIGHDIVERSITY_LANAPDB,HighDiv_1658
NC(=O)NC1=C(Cl)C(C[C@@H](O)C2=CC(F)=C(O)C([N+](=O)[O-])=C2)=CC=C1,11/000000014,"InChI=1S/C15H13ClFN3O5/c16-13-7(2-1-3-10(13)19-15(18)23)6-12(21)8-4-9(17)14(22)11(5-8)20(24)25/h1-5,12,21-22H,6H2,(H3,18,19,23)/t12-/m1/s1",C15H13N3O5FCl,369.0,1.83,4.64,3.63,4.94,-170.0,3.099932263467987,1,HIGHDIVERSITY_LANAPDB,HighDiv_1659
O=C(O)C(/C=C/[N+](=O)[O-])=C(/CO)C1=CC=C(C(=O)O)C=C1,16/000000011,"InChI=1S/C13H11NO7/c15-7-11(10(13(18)19)5-6-14(20)21)8-1-3-9(4-2-8)12(16)17/h1-6,15H,7H2,(H,16,17)(H,18,19)/b6-5+,11-10-",C13H11NO7,293.0,0.71,4.64,6.93,3.58,-30.0,2.923104334717884,1,HIGHDIVERSITY_LANAPDB,HighDiv_1660
O=C(NC1=CC(O)=CC=C1)C1=C(O)C(O)=CC([SH](=O)=O)=C1,21/000000005,"InChI=1S/C13H11NO6S/c15-8-3-1-2-7(4-8)14-13(18)10-5-9(21(19)20)6-11(16)12(10)17/h1-6,15-17,21H,(H,14,18)",C13H11NO6S,309.0,0.77,4.64,3.31,3.58,0.0,2.8878484787317635,1,HIGHDIVERSITY_LANAPDB,HighDiv_1661
C=CNCC1=C(S)C=C(S)C(C(=O)O)=C1,10/000000070,"InChI=1S/C10H11NO2S2/c1-2-11-5-6-3-7(10(12)13)9(15)4-8(6)14/h2-4,11,14-15H,1,5H2,(H,12,13)",C10H11NO2S2,241.0,2.64,4.63,6.43,15.6,0.0,3.5802823495731477,1,HIGHDIVERSITY_LANAPDB,HighDiv_1662
[O-][S@@+](C1=CC=C(O)C(C2=NNC=N2)=C1)C1=C(O)C=C(I)C(O)=C1,12/000000196,"InChI=1S/C14H10IN3O4S/c15-9-4-12(21)13(5-11(9)20)23(22)7-1-2-10(19)8(3-7)14-16-6-17-18-14/h1-6,19-21H,(H,16,17,18)/t23-/m0/s1",C14H10N3O4SI,443.0,2.21,4.63,4.04,22.6,-120.0,4.139382266970115,1,HIGHDIVERSITY_LANAPDB,HighDiv_1663
C#C[C@H](/C=C/CCO)C1=CC=C(NC(=O)CO)C(Cl)=C1,11/000000062,"InChI=1S/C15H16ClNO3/c1-2-11(5-3-4-8-18)12-6-7-14(13(16)9-12)17-15(20)10-19/h1,3,5-7,9,11,18-19H,4,8,10H2,(H,17,20)/b5-3+/t11-/m1/s1",C15H16NO3Cl,293.0,1.18,4.61,7.34,19.3,-150.0,3.4314378872898175,1,HIGHDIVERSITY_LANAPDB,HighDiv_1664
O=[N+]([O-])C1=CC(C2=CC(F)=CC(O)=C2O)=CO1,12/000000018,"InChI=1S/C10H6FNO5/c11-6-2-7(10(14)8(13)3-6)5-1-9(12(15)16)17-4-5/h1-4,13-14H",C10H6NO5F,239.0,1.98,4.6,3.26,2.22,-120.0,2.9897983544158073,1,HIGHDIVERSITY_LANAPDB,HighDiv_1665
N/C=C/C1=C(Cl)C(CCC2=CC(F)=C(O)C([N+](=O)[O-])=C2)=CC(O)=C1,11/000000020,"InChI=1S/C16H14ClFN2O4/c17-15-10(7-12(21)8-11(15)3-4-19)2-1-9-5-13(18)16(22)14(6-9)20(23)24/h3-8,21-22H,1-2,19H2/b4-3+",C16H14N2O4FCl,352.0,3.58,4.6,3.59,5.09,0.0,3.1197196678953434,1,HIGHDIVERSITY_LANAPDB,HighDiv_1666
[O-][S@@+](C1=CC=C2N[C@H](CF)CC2=C1)C1=CC(O)=C(I)C=C1O,12/000000245,"InChI=1S/C15H13FINO3S/c16-7-9-3-8-4-10(1-2-12(8)18-9)22(21)15-6-13(19)11(17)5-14(15)20/h1-2,4-6,9,18-20H,3,7H2/t9-,22-/m0/s1",C15H13NO3SFI,433.0,2.6,4.6,4.08,19.6,-190.0,4.174937906596832,1,HIGHDIVERSITY_LANAPDB,HighDiv_1667
CC(=O)OC1=CC(/C=C(/C=C(\CN)[N+](=O)[O-])C(=O)O)=CC=C1C(=O)O,16/000000034,"InChI=1S/C15H14N2O8/c1-8(18)25-13-5-9(2-3-12(13)15(21)22)4-10(14(19)20)6-11(7-16)17(23)24/h2-6H,7,16H2,1H3,(H,19,20)(H,21,22)/b10-4-,11-6+",C15H14N2O8,350.0,0.84,4.6,7.57,6.45,-200.0,3.155213473938881,1,HIGHDIVERSITY_LANAPDB,HighDiv_1668
C=CC1=CC(=O)OC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C12,12/000000083,"InChI=1S/C17H11IO5S/c1-2-9-5-17(21)23-15-4-3-10(6-11(9)15)24(22)16-8-13(19)12(18)7-14(16)20/h2-8,19-20H,1H2/t24-/m0/s1",C17H11O5SI,454.0,2.63,4.6,5.08,22.1,-80.0,3.7925946161681177,1,HIGHDIVERSITY_LANAPDB,HighDiv_1669
NC(N)C1=CC=C(N=O)C(Cl)=C1CCC1=CC(F)=C(O)C([N+](=O)[O-])=C1,11/000000006,"InChI=1S/C15H14ClFN4O4/c16-13-8(9(15(18)19)3-4-11(13)20-23)2-1-7-5-10(17)14(22)12(6-7)21(24)25/h3-6,15,22H,1-2,18-19H2",C15H14N4O4FCl,368.0,2.34,4.59,7.45,24.8,-150.0,3.2328262074740017,1,HIGHDIVERSITY_LANAPDB,HighDiv_1670
NCC1=CC=C([S@+]([O-])C2=CC(O)=C(I)C=C2O)C=C1,12/000000137,"InChI=1S/C13H12INO3S/c14-10-5-12(17)13(6-11(10)16)19(18)9-3-1-8(7-15)2-4-9/h1-6,16-17H,7,15H2/t19-/m0/s1",C13H12NO3SI,389.0,1.57,4.57,3.23,15.3,0.0,3.3689901801243503,1,HIGHDIVERSITY_LANAPDB,HighDiv_1671
O=P(O)(O)C1=CC=C(SS)C(O)=C1I,24/000000005,"InChI=1S/C6H6IO4PS2/c7-5-3(12(9,10)11)1-2-4(14-13)6(5)8/h1-2,8,13H,(H2,9,10,11)",C6H6O4PS2I,364.0,1.5,4.56,4.1,3.46,0.0,3.9073190472306,1,HIGHDIVERSITY_LANAPDB,HighDiv_1672
CN1C(=O)C(=O)NC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C21,12/000000085,"InChI=1S/C15H11IN2O5S/c1-18-10-3-2-7(4-9(10)17-14(21)15(18)22)24(23)13-6-11(19)8(16)5-12(13)20/h2-6,19-20H,1H3,(H,17,21)/t24-/m0/s1",C15H11N2O5SI,458.0,0.57,4.56,4.97,22.7,-100.0,3.6443195435484306,1,HIGHDIVERSITY_LANAPDB,HighDiv_1673
[O-][S@@+](C1=CC=C(Br)C=C1)C1=CC(O)=C(I)C=C1O,12/000000257,"InChI=1S/C12H8BrIO3S/c13-7-1-3-8(4-2-7)18(17)12-6-10(15)9(14)5-11(12)16/h1-6,15-16H/t18-/m0/s1",C12H8O3SBrI,439.0,3.24,4.55,4.47,15.0,0.0,3.3629549176334077,1,HIGHDIVERSITY_LANAPDB,HighDiv_1674
O=C(O)C1=CC(CO)=CC(CCC2=CC(O)=C(O)C(F)=C2)=C1Cl,11/000000013,"InChI=1S/C16H14ClFO5/c17-14-10(3-9(7-19)4-11(14)16(22)23)2-1-8-5-12(18)15(21)13(20)6-8/h3-6,19-21H,1-2,7H2,(H,22,23)",C16H14O5FCl,340.0,2.72,4.53,5.24,3.7,0.0,2.6339157034949263,1,HIGHDIVERSITY_LANAPDB,HighDiv_1675
OC/C=C\CC1=CC=C(SS)C(O)=C1I,24/000000087,"InChI=1S/C10H11IO2S2/c11-9-7(3-1-2-6-12)4-5-8(15-14)10(9)13/h1-2,4-5,12-14H,3,6H2/b2-1-",C10H11O2S2I,354.0,3.25,4.53,4.33,2.22,0.0,3.740116608484968,1,HIGHDIVERSITY_LANAPDB,HighDiv_1676
CC1=CC=C(C2=C(S)C(CO)=CC=C2C(=O)O)C=C1,10/000000006,"InChI=1S/C15H14O3S/c1-9-2-4-10(5-3-9)13-12(15(17)18)7-6-11(8-16)14(13)19/h2-7,16,19H,8H2,1H3,(H,17,18)",C15H14O3S,274.0,3.37,4.53,5.26,14.1,-180.0,2.3034072275481865,1,HIGHDIVERSITY_LANAPDB,HighDiv_1677
COC(=O)/C=C/C1=C(CO)C(N2C=C(Br)C(CN)=N2)=CC(O)=C1,12/000000027,"InChI=1S/C15H16BrN3O4/c1-23-15(22)3-2-9-4-10(21)5-14(11(9)8-20)19-7-12(16)13(6-17)18-19/h2-5,7,20-21H,6,8,17H2,1H3/b3-2+",C15H16N3O4Br,382.0,0.91,4.52,3.13,23.5,-200.0,3.1389046081386685,1,HIGHDIVERSITY_LANAPDB,HighDiv_1678
OCC1=NC(CO)=C(C2=CC(F)=C(CCl)C(O)=C2)N1,10/000000028,"InChI=1S/C12H12ClFN2O3/c13-3-7-8(14)1-6(2-10(7)19)12-9(4-17)15-11(5-18)16-12/h1-2,17-19H,3-5H2,(H,15,16)",C12H12N2O3FCl,286.0,0.85,4.52,6.73,2.35,-120.0,3.1632027896783637,1,HIGHDIVERSITY_LANAPDB,HighDiv_1679
N=C1CCCN1CCCCC1=CC(O)=CC(C2=NN=CO2)=C1,27/000000012,"InChI=1S/C16H20N4O2/c17-15-5-3-7-20(15)6-2-1-4-12-8-13(10-14(21)9-12)16-19-18-11-22-16/h8-11,17,21H,1-7H2/b17-15-",C16H20N4O2,300.0,3.97,4.52,2.68,21.1,-120.0,2.8783192706482943,1,HIGHDIVERSITY_LANAPDB,HighDiv_1680
OC1=C(I)C=C(O)C([C@@H](O)C2=CCON2)=C1,12/000000045,"InChI=1S/C10H10INO4/c11-6-4-8(13)5(3-9(6)14)10(15)7-1-2-16-12-7/h1,3-4,10,12-15H,2H2/t10-/m1/s1",C10H10NO4I,335.0,1.62,4.52,2.04,2.22,-150.0,4.267301196617341,1,HIGHDIVERSITY_LANAPDB,HighDiv_1681
NOC1=C(O)C2=C(C=C1)O/C(=C/[C@@H](S)CO)C2=O,1/000000002,"InChI=1S/C11H11NO5S/c12-17-7-2-1-6-9(10(7)14)11(15)8(16-6)3-5(18)4-13/h1-3,5,13-14,18H,4,12H2/b8-3+/t5-/m1/s1",C11H11NO5S,269.0,-0.32,4.51,4.22,3.58,-190.0,4.048576895655387,1,HIGHDIVERSITY_LANAPDB,HighDiv_1682
[O-][S@@+](C1=CC=CC(O)=C1)C1=C(O)C=C(I)C(O)=C1,12/000000050,"InChI=1S/C12H9IO4S/c13-9-5-11(16)12(6-10(9)15)18(17)8-3-1-2-7(14)4-8/h1-6,14-16H/t18-/m0/s1",C12H9O4SI,376.0,2.04,4.51,2.79,14.5,0.0,3.5147568014638626,1,HIGHDIVERSITY_LANAPDB,HighDiv_1683
C/C(=C\C(=C\C1=CC=C(C(=O)O)C=C1)C(=O)O)[N+](=O)[O-],16/000000007,"InChI=1S/C13H11NO6/c1-8(14(19)20)6-11(13(17)18)7-9-2-4-10(5-3-9)12(15)16/h2-7H,1H3,(H,15,16)(H,17,18)/b8-6+,11-7-",C13H11NO6,277.0,2.16,4.51,6.5,3.58,-20.0,2.817022036320319,1,HIGHDIVERSITY_LANAPDB,HighDiv_1684
